anchor_validity,baseline,clash_free_rate,editable_validity,mean_clash_count,mean_contact_fingerprint_similarity,mean_contact_recovery,mean_ligand_efficiency_proxy,mean_logp,mean_posebusters_like_pass,mean_qed,mean_sa_fallback,mean_vina_like_proxy,num_complexes,num_repaired,num_repaired_records,num_sample_evaluable,repaired_success_rate,scaffold_preservation,source,split
0.8571428571428571,best_of_n,0.7142857142857143,1.0,0.7380952380952381,0.8905277097518594,0.971514254938168,0.059316693953648324,3.393866666666669,0.7142857142857143,0.3675489252230109,4.085000000000001,1.9528870991279865,6,42,504,42,0.6666666666666666,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
1.0,coordinate_rollback,1.0,1.0,0.0,1.0,1.0,0.006129407853647108,2.957666666666669,1.0,0.3491881669897959,4.085000000000001,0.19903367331540173,6,42,504,42,1.0,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.7619047619047619,direct_regeneration,0.5476190476190477,1.0,1.119047619047619,0.7815325223497124,0.9307835264571536,0.10443521500451569,3.038938095238097,0.5476190476190477,0.34200299428826497,4.085000000000001,2.8867857781282154,6,42,504,42,0.47619047619047616,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.8333333333333334,feedback_geometry_refinement,0.9523809523809523,1.0,0.07142857142857142,0.8883533787012674,0.9457714957929488,0.02228339126477529,3.038938095238097,0.9523809523809523,0.34200299428826497,4.085000000000001,0.5672779772001922,6,42,504,42,0.8095238095238095,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.8571428571428571,feedback_kernel_geometry_policy,0.7619047619047619,1.0,0.5,0.8786628998910945,0.9571286931341279,0.04764052093170995,3.038938095238097,0.7619047619047619,0.34200299428826497,4.085000000000001,1.5006543918208213,6,42,504,42,0.6904761904761905,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.7619047619047619,feedback_knn_geometry_policy,0.8095238095238095,1.0,0.21428571428571427,0.8457929055157355,0.9372320526639749,0.04135921683896535,3.038938095238097,0.8095238095238095,0.34200299428826497,4.085000000000001,0.9480943024059595,6,42,504,42,0.6190476190476191,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.8809523809523809,feedback_learned_geometry_policy,0.8571428571428571,1.0,0.23809523809523808,0.8920026756893561,0.9551323870045265,0.03172995997479197,3.038938095238097,0.8571428571428571,0.34200299428826497,4.085000000000001,0.9020451627035084,6,42,504,42,0.7619047619047619,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
1.0,feedback_linear_refinement,0.8809523809523809,1.0,0.14285714285714285,0.9421311121863425,0.9765649250918131,0.02550008047674355,3.038938095238097,0.8809523809523809,0.34200299428826497,4.085000000000001,0.6286659878738732,6,42,504,42,0.8809523809523809,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
1.0,feedback_rule_repair,1.0,1.0,0.0,0.9895673486786019,0.9927536231884059,0.008214821257589386,3.038938095238097,1.0,0.34200299428826497,4.085000000000001,0.22485276681740943,6,42,504,42,1.0,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.8571428571428571,identity_failed_candidate,0.7142857142857143,1.0,0.7380952380952381,0.8905277097518594,0.971514254938168,0.06187215003626461,3.038938095238097,0.7142857142857143,0.34200299428826497,4.085000000000001,2.0238728134137007,6,42,504,42,0.6666666666666666,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.8571428571428571,no_feedback_repair,0.7142857142857143,1.0,0.7380952380952381,0.8905277097518594,0.971514254938168,0.06187215003626461,3.038938095238097,0.7142857142857143,0.34200299428826497,4.085000000000001,2.0238728134137007,6,42,504,42,0.6666666666666666,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.8571428571428571,rerank_only,0.7142857142857143,1.0,0.7380952380952381,0.8905277097518594,0.971514254938168,0.06187215003626461,3.038938095238097,0.7142857142857143,0.34200299428826497,4.085000000000001,2.0238728134137007,6,42,504,42,0.6666666666666666,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.8571428571428571,best_of_n,0.7619047619047619,1.0,0.8571428571428571,0.8779387180818746,0.9593499468753017,0.085519344914046,0.3007904761904818,0.7619047619047619,0.2986582699533227,4.063333333333331,2.8295372879604614,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,validation
1.0,coordinate_rollback,1.0,1.0,0.0,1.0,1.0,0.02526843146076387,-0.0768333333333308,1.0,0.3042140082941943,4.063333333333331,0.8323011377542894,3,21,252,21,1.0,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,validation
0.8095238095238095,direct_regeneration,0.6666666666666666,1.0,1.3333333333333333,0.8105591694540483,0.9527528252680382,0.1232811142893706,-0.006042857142853845,0.6666666666666666,0.2987588335438044,4.063333333333331,4.034568298156806,3,21,252,21,0.6190476190476191,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,validation
0.9047619047619048,feedback_geometry_refinement,0.9047619047619048,1.0,0.09523809523809523,0.8880003976755335,0.9458417849898579,0.0367065813865915,-0.006042857142853845,0.9047619047619048,0.2987588335438044,4.063333333333331,1.2145206932457318,3,21,252,21,0.8095238095238095,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,validation
0.8571428571428571,feedback_kernel_geometry_policy,0.7619047619047619,1.0,0.6190476190476191,0.8412953293569788,0.9326378827393026,0.07412580614036088,-0.006042857142853845,0.7619047619047619,0.2987588335438044,4.063333333333331,2.436450504807686,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,validation
0.8571428571428571,feedback_knn_geometry_policy,0.8095238095238095,1.0,0.2857142857142857,0.8704091461054728,0.9394619916932291,0.051254973325986365,-0.006042857142853845,0.8095238095238095,0.2987588335438044,4.063333333333331,1.661177624363902,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,validation
0.8571428571428571,feedback_learned_geometry_policy,0.8571428571428571,1.0,0.38095238095238093,0.8785310348687281,0.9515454457645127,0.056846688593020764,-0.006042857142853845,0.8571428571428571,0.2987588335438044,4.063333333333331,1.887561526566116,3,21,252,21,0.7619047619047619,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,validation
1.0,feedback_linear_refinement,0.9047619047619048,1.0,0.14285714285714285,0.9368796003249784,0.9712547087800636,0.03853101042618514,-0.006042857142853845,0.9047619047619048,0.2987588335438044,4.063333333333331,1.2661581657446757,3,21,252,21,0.9047619047619048,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,validation
1.0,feedback_rule_repair,1.0,1.0,0.0,0.9845804988662132,0.9903119868637108,0.02594556089815651,-0.006042857142853845,1.0,0.2987588335438044,4.063333333333331,0.8594451665374468,3,21,252,21,1.0,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,validation
0.8571428571428571,identity_failed_candidate,0.7619047619047619,1.0,0.8571428571428571,0.8779387180818746,0.9593499468753017,0.08732709499170987,-0.006042857142853845,0.7619047619047619,0.2987588335438044,4.063333333333331,2.8909039546271287,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,validation
0.8571428571428571,no_feedback_repair,0.7619047619047619,1.0,0.8571428571428571,0.8779387180818746,0.9593499468753017,0.08732709499170987,-0.006042857142853845,0.7619047619047619,0.2987588335438044,4.063333333333331,2.8909039546271287,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,validation
0.8571428571428571,rerank_only,0.7619047619047619,1.0,0.8571428571428571,0.8779387180818746,0.9593499468753017,0.08732709499170987,-0.006042857142853845,0.7619047619047619,0.2987588335438044,4.063333333333331,2.8909039546271287,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,validation
0.8571428571428571,best_of_n,0.8095238095238095,1.0,0.23809523809523808,0.9157759382108634,0.9637188208616779,0.02957549293810696,1.2249333333333354,0.8095238095238095,0.5130485609193687,2.8599999999999985,0.9312347524936448,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,test
1.0,coordinate_rollback,1.0,1.0,0.0,1.0,1.0,0.008422088178258218,1.2249333333333354,1.0,0.5130485609193687,2.8599999999999985,0.2221871133545721,3,21,252,21,1.0,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,test
0.7142857142857143,direct_regeneration,0.7142857142857143,1.0,0.38095238095238093,0.8291026527160981,0.9095804988662133,0.04406576406916406,1.2225428571428592,0.7142857142857143,0.4905259311540701,2.8599999999999985,1.4015774677780304,3,21,252,21,0.6190476190476191,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,test
0.7142857142857143,feedback_geometry_refinement,1.0,1.0,0.0,0.8413018645686712,0.9075963718820861,0.018722575130037736,1.2225428571428592,1.0,0.4905259311540701,2.8599999999999985,0.5020372485592193,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,test
0.8571428571428571,feedback_kernel_geometry_policy,0.8095238095238095,1.0,0.19047619047619047,0.906009478383428,0.9535147392290251,0.027287844166276026,1.2225428571428592,0.8095238095238095,0.4905259311540701,2.8599999999999985,0.8428517306184614,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,test
0.9047619047619048,feedback_knn_geometry_policy,0.8571428571428571,1.0,0.23809523809523808,0.824788134119382,0.9112811791383219,0.03748961250753419,1.2225428571428592,0.8571428571428571,0.4905259311540701,2.8599999999999985,0.9829790128817931,3,21,252,21,0.8095238095238095,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,test
0.8571428571428571,feedback_learned_geometry_policy,0.8571428571428571,1.0,0.14285714285714285,0.892641258289582,0.9472789115646258,0.021976861051987765,1.2225428571428592,0.8571428571428571,0.4905259311540701,2.8599999999999985,0.676450292082387,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,test
1.0,feedback_linear_refinement,0.8571428571428571,1.0,0.14285714285714285,0.9381561808872734,0.9716553287981858,0.020445210206311567,1.2225428571428592,0.8571428571428571,0.4905259311540701,2.8599999999999985,0.6335611824884237,3,21,252,21,0.8571428571428571,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,test
1.0,feedback_rule_repair,1.0,1.0,0.0,0.9834035805464377,0.9909297052154196,0.009155219284948774,1.2225428571428592,1.0,0.4905259311540701,2.8599999999999985,0.24237279301919173,3,21,252,21,1.0,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,test
0.8571428571428571,identity_failed_candidate,0.8095238095238095,1.0,0.23809523809523808,0.9157759382108634,0.9637188208616779,0.029598369614796442,1.2225428571428592,0.8095238095238095,0.4905259311540701,2.8599999999999985,0.9317128477317401,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,test
0.8571428571428571,no_feedback_repair,0.8095238095238095,1.0,0.23809523809523808,0.9157759382108634,0.9637188208616779,0.029598369614796442,1.2225428571428592,0.8095238095238095,0.4905259311540701,2.8599999999999985,0.9317128477317401,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,test
0.8571428571428571,rerank_only,0.8095238095238095,1.0,0.23809523809523808,0.9157759382108634,0.9637188208616779,0.029598369614796442,1.2225428571428592,0.8095238095238095,0.4905259311540701,2.8599999999999985,0.9317128477317401,3,21,252,21,0.7142857142857143,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,test
